user_id,top_contributors
1067,"['workout_duration', 'active_energy', 'avg_hr']"
1068,"['active_energy', 'workout_duration', 'avg_hr']"
1069,"['active_energy', 'workout_duration', 'avg_hr']"
1070,"['workout_duration', 'active_energy', 'avg_hr']"
1071,"['workout_duration', 'distance', 'resting_hr']"
1072,"['active_energy', 'workout_duration', 'sleep_duration']"
1073,"['active_energy', 'workout_duration', 'distance']"
1074,"['workout_duration', 'steps', 'avg_hr']"
1075,"['workout_duration', 'active_energy', 'avg_hr']"
1076,"['workout_duration', 'avg_hr', 'steps']"
1077,"['workout_duration', 'active_energy', 'avg_hr']"
1078,"['workout_duration', 'active_energy', 'avg_hr']"
1079,"['workout_duration', 'distance', 'active_energy']"
1080,"['active_energy', 'workout_duration', 'distance']"
1081,"['active_energy', 'workout_duration', 'exercise_time']"
1082,"['workout_duration', 'avg_hr', 'steps']"
1083,"['workout_duration', 'active_energy', 'steps']"
1084,"['workout_duration', 'avg_hr', 'resting_hr']"
1085,"['workout_duration', 'avg_hr', 'active_energy']"
1086,"['active_energy', 'workout_duration', 'sleep_duration']"
1087,"['workout_duration', 'exercise_time', 'avg_hr']"
1088,"['workout_duration', 'exercise_time', 'steps']"
1089,"['workout_duration', 'active_energy', 'steps']"
1090,"['workout_duration', 'active_energy', 'avg_hr']"
1091,"['workout_duration', 'active_energy', 'distance']"
1092,"['workout_duration', 'sleep_duration', 'active_energy']"
1093,"['workout_duration', 'active_energy', 'resting_hr']"
1094,"['workout_duration', 'avg_hr', 'exercise_time']"
1095,"['workout_duration', 'avg_hr', 'active_energy']"
1096,"['resting_hr', 'active_energy', 'workout_duration']"
1097,"['workout_duration', 'avg_hr', 'exercise_time']"
1098,"['active_energy', 'avg_hr', 'workout_duration']"
1099,"['workout_duration', 'avg_hr', 'active_energy']"
1100,"['workout_duration', 'sleep_duration', 'active_energy']"
1101,"['workout_duration', 'avg_hr', 'distance']"
1102,"['workout_duration', 'active_energy', 'steps']"
1103,"['active_energy', 'workout_duration', 'avg_hr']"
1104,"['workout_duration', 'active_energy', 'avg_hr']"
1105,"['workout_duration', 'active_energy', 'avg_hr']"
1106,"['active_energy', 'steps', 'workout_duration']"
1107,"['active_energy', 'avg_hr', 'resting_hr']"
1108,"['workout_duration', 'avg_hr', 'active_energy']"
1109,"['workout_duration', 'active_energy', 'avg_hr']"
1110,"['active_energy', 'workout_duration', 'avg_hr']"
1111,"['workout_duration', 'avg_hr', 'active_energy']"
1112,"['workout_duration', 'exercise_time', 'avg_hr']"
1113,"['workout_duration', 'active_energy', 'steps']"
1114,"['workout_duration', 'sleep_duration', 'active_energy']"
1115,"['workout_duration', 'active_energy', 'avg_hr']"
1116,"['active_energy', 'workout_duration', 'avg_hr']"
1117,"['workout_duration', 'active_energy', 'resting_hr']"
1118,"['active_energy', 'workout_duration', 'distance']"
1119,"['workout_duration', 'avg_hr', 'distance']"
1120,"['workout_duration', 'distance', 'active_energy']"
1121,"['workout_duration', 'resting_hr', 'active_energy']"
1122,"['workout_duration', 'active_energy', 'resting_hr']"
1123,"['workout_duration', 'active_energy', 'distance']"
1124,"['workout_duration', 'active_energy', 'resting_hr']"
1125,"['workout_duration', 'avg_hr', 'active_energy']"
1126,"['workout_duration', 'avg_hr', 'distance']"
1127,"['workout_duration', 'active_energy', 'distance']"
1128,"['workout_duration', 'avg_hr', 'active_energy']"
1129,"['workout_duration', 'avg_hr', 'active_energy']"
1130,"['workout_duration', 'active_energy', 'avg_hr']"
1131,"['avg_hr', 'workout_duration', 'active_energy']"
1132,"['active_energy', 'resting_hr', 'steps']"
1133,"['workout_duration', 'active_energy', 'avg_hr']"
1134,"['workout_duration', 'avg_hr', 'distance']"
1135,"['workout_duration', 'avg_hr', 'active_energy']"
1136,"['workout_duration', 'avg_hr', 'exercise_time']"
1137,"['active_energy', 'steps', 'exercise_time']"
1138,"['workout_duration', 'active_energy', 'avg_hr']"
1139,"['active_energy', 'workout_duration', 'avg_hr']"
1140,"['active_energy', 'workout_duration', 'distance']"
1141,"['workout_duration', 'active_energy', 'avg_hr']"
1142,"['workout_duration', 'active_energy', 'distance']"
1143,"['active_energy', 'workout_duration', 'exercise_time']"
1144,"['avg_hr', 'active_energy', 'steps']"
1145,"['active_energy', 'distance', 'workout_duration']"
1146,"['workout_duration', 'steps', 'resting_hr']"
1147,"['workout_duration', 'sleep_duration', 'active_energy']"
1148,"['workout_duration', 'avg_hr', 'active_energy']"
1149,"['workout_duration', 'avg_hr', 'resting_hr']"
1150,"['workout_duration', 'distance', 'active_energy']"
1151,"['workout_duration', 'active_energy', 'resting_hr']"
1152,"['workout_duration', 'avg_hr', 'sleep_duration']"
1153,"['active_energy', 'workout_duration', 'resting_hr']"
1154,"['workout_duration', 'avg_hr', 'active_energy']"
1155,"['workout_duration', 'active_energy', 'avg_hr']"
1156,"['active_energy', 'workout_duration', 'resting_hr']"
1157,"['workout_duration', 'active_energy', 'avg_hr']"
1158,"['active_energy', 'workout_duration', 'exercise_time']"
1159,"['active_energy', 'avg_hr', 'workout_duration']"
1160,"['active_energy', 'workout_duration', 'exercise_time']"
1161,"['active_energy', 'workout_duration', 'steps']"
1162,"['workout_duration', 'avg_hr', 'active_energy']"
1163,"['active_energy', 'workout_duration', 'avg_hr']"
1164,"['active_energy', 'workout_duration', 'steps']"
1165,"['workout_duration', 'active_energy', 'distance']"
1166,"['active_energy', 'workout_duration', 'resting_hr']"
1167,"['workout_duration', 'active_energy', 'avg_hr']"
1168,"['workout_duration', 'sleep_duration', 'active_energy']"
1169,"['workout_duration', 'active_energy', 'sleep_duration']"
1170,"['active_energy', 'avg_hr', 'distance']"
1171,"['workout_duration', 'active_energy', 'avg_hr']"
1172,"['active_energy', 'workout_duration', 'exercise_time']"
1173,"['workout_duration', 'active_energy', 'avg_hr']"
1174,"['active_energy', 'workout_duration', 'avg_hr']"
1175,"['workout_duration', 'distance', 'active_energy']"
1176,"['workout_duration', 'active_energy', 'avg_hr']"
1177,"['workout_duration', 'active_energy', 'sleep_duration']"
1178,"['workout_duration', 'distance', 'active_energy']"
1179,"['active_energy', 'workout_duration', 'avg_hr']"
1180,"['avg_hr', 'workout_duration', 'active_energy']"
1181,"['active_energy', 'steps', 'workout_duration']"
1182,"['active_energy', 'workout_duration', 'distance']"
1183,"['workout_duration', 'active_energy', 'sleep_duration']"
1184,"['workout_duration', 'avg_hr', 'active_energy']"
1185,"['workout_duration', 'avg_hr', 'active_energy']"
1186,"['workout_duration', 'active_energy', 'avg_hr']"
1187,"['active_energy', 'exercise_time', 'workout_duration']"
1188,"['workout_duration', 'active_energy', 'avg_hr']"
1189,"['workout_duration', 'avg_hr', 'exercise_time']"
1190,"['active_energy', 'workout_duration', 'distance']"
1191,"['workout_duration', 'steps', 'active_energy']"
1192,"['active_energy', 'workout_duration', 'exercise_time']"
1193,"['workout_duration', 'active_energy', 'exercise_time']"
1194,"['workout_duration', 'exercise_time', 'resting_hr']"
1195,"['workout_duration', 'active_energy', 'resting_hr']"
1196,"['avg_hr', 'active_energy', 'resting_hr']"
1197,"['workout_duration', 'active_energy', 'resting_hr']"
1198,"['workout_duration', 'active_energy', 'steps']"
1199,"['workout_duration', 'avg_hr', 'active_energy']"
1200,"['active_energy', 'workout_duration', 'sleep_duration']"
1201,"['active_energy', 'workout_duration', 'avg_hr']"
1202,"['active_energy', 'workout_duration', 'avg_hr']"
1203,"['active_energy', 'workout_duration', 'avg_hr']"
1204,"['workout_duration', 'active_energy', 'sleep_duration']"
1205,"['active_energy', 'workout_duration', 'avg_hr']"
1206,"['workout_duration', 'resting_hr', 'active_energy']"
1207,"['workout_duration', 'distance', 'avg_hr']"
1208,"['active_energy', 'distance', 'exercise_time']"
1209,"['workout_duration', 'sleep_duration', 'active_energy']"
1210,"['workout_duration', 'sleep_duration', 'avg_hr']"
1211,"['workout_duration', 'active_energy', 'avg_hr']"
1212,"['active_energy', 'avg_hr', 'workout_duration']"
1213,"['workout_duration', 'steps', 'avg_hr']"
1214,"['workout_duration', 'active_energy', 'avg_hr']"
1215,"['workout_duration', 'exercise_time', 'active_energy']"
1216,"['active_energy', 'workout_duration', 'sleep_duration']"
1217,"['active_energy', 'workout_duration', 'steps']"
1218,"['active_energy', 'workout_duration', 'avg_hr']"
1219,"['workout_duration', 'active_energy', 'distance']"
1220,"['workout_duration', 'active_energy', 'steps']"
1221,"['workout_duration', 'active_energy', 'avg_hr']"
1222,"['workout_duration', 'active_energy', 'exercise_time']"
1223,"['active_energy', 'workout_duration', 'resting_hr']"
1224,"['workout_duration', 'active_energy', 'resting_hr']"
1225,"['workout_duration', 'active_energy', 'avg_hr']"
1226,"['workout_duration', 'active_energy', 'avg_hr']"
1227,"['active_energy', 'workout_duration', 'exercise_time']"
1228,"['avg_hr', 'active_energy', 'workout_duration']"
1229,"['workout_duration', 'active_energy', 'avg_hr']"
1230,"['workout_duration', 'steps', 'active_energy']"
1231,"['active_energy', 'workout_duration', 'distance']"
1232,"['workout_duration', 'active_energy', 'avg_hr']"
1233,"['workout_duration', 'avg_hr', 'active_energy']"
1234,"['workout_duration', 'active_energy', 'sleep_duration']"
1235,"['workout_duration', 'avg_hr', 'active_energy']"
1236,"['avg_hr', 'workout_duration', 'resting_hr']"
1237,"['workout_duration', 'active_energy', 'sleep_duration']"
1238,"['workout_duration', 'sleep_duration', 'resting_hr']"
1239,"['workout_duration', 'active_energy', 'sleep_duration']"
1240,"['workout_duration', 'avg_hr', 'active_energy']"
1241,"['avg_hr', 'workout_duration', 'active_energy']"
1242,"['workout_duration', 'active_energy', 'resting_hr']"
1243,"['workout_duration', 'avg_hr', 'active_energy']"
1244,"['workout_duration', 'resting_hr', 'active_energy']"
1245,"['avg_hr', 'active_energy', 'workout_duration']"
1246,"['workout_duration', 'active_energy', 'steps']"
1247,"['workout_duration', 'active_energy', 'steps']"
1248,"['workout_duration', 'active_energy', 'exercise_time']"
1249,"['workout_duration', 'active_energy', 'distance']"
1250,"['workout_duration', 'avg_hr', 'distance']"
1251,"['workout_duration', 'active_energy', 'sleep_duration']"
1252,"['workout_duration', 'steps', 'distance']"
1253,"['active_energy', 'workout_duration', 'avg_hr']"
1254,"['avg_hr', 'active_energy', 'workout_duration']"
1255,"['active_energy', 'workout_duration', 'sleep_duration']"
1256,"['workout_duration', 'active_energy', 'resting_hr']"
1257,"['workout_duration', 'avg_hr', 'active_energy']"
1258,"['workout_duration', 'active_energy', 'distance']"
1259,"['avg_hr', 'active_energy', 'workout_duration']"
1260,"['workout_duration', 'active_energy', 'avg_hr']"
1261,"['workout_duration', 'avg_hr', 'sleep_duration']"
1262,"['workout_duration', 'active_energy', 'resting_hr']"
1263,"['steps', 'resting_hr', 'workout_duration']"
1264,"['workout_duration', 'avg_hr', 'active_energy']"
1265,"['workout_duration', 'avg_hr', 'active_energy']"
1266,"['active_energy', 'workout_duration', 'exercise_time']"
1267,"['workout_duration', 'active_energy', 'sleep_duration']"
1268,"['workout_duration', 'active_energy', 'distance']"
1269,"['workout_duration', 'active_energy', 'exercise_time']"
1270,"['active_energy', 'workout_duration', 'steps']"
1271,"['workout_duration', 'avg_hr', 'steps']"
1272,"['workout_duration', 'active_energy', 'sleep_duration']"
1273,"['workout_duration', 'active_energy', 'steps']"
1274,"['workout_duration', 'active_energy', 'exercise_time']"
1275,"['active_energy', 'workout_duration', 'exercise_time']"
1276,"['active_energy', 'workout_duration', 'exercise_time']"
1277,"['workout_duration', 'active_energy', 'avg_hr']"
1278,"['workout_duration', 'active_energy', 'exercise_time']"
1279,"['active_energy', 'workout_duration', 'exercise_time']"
1280,"['distance', 'workout_duration', 'active_energy']"
1281,"['workout_duration', 'sleep_duration', 'active_energy']"
1282,"['workout_duration', 'active_energy', 'sleep_duration']"
1283,"['workout_duration', 'active_energy', 'avg_hr']"
1284,"['workout_duration', 'avg_hr', 'sleep_duration']"
1285,"['workout_duration', 'avg_hr', 'active_energy']"
1286,"['workout_duration', 'active_energy', 'avg_hr']"
1287,"['active_energy', 'avg_hr', 'workout_duration']"
1288,"['workout_duration', 'active_energy', 'distance']"
1289,"['workout_duration', 'active_energy', 'steps']"
1290,"['active_energy', 'workout_duration', 'exercise_time']"
1291,"['workout_duration', 'active_energy', 'steps']"
1292,"['workout_duration', 'active_energy', 'avg_hr']"
1293,"['active_energy', 'workout_duration', 'avg_hr']"
1294,"['workout_duration', 'active_energy', 'exercise_time']"
1295,"['avg_hr', 'active_energy', 'workout_duration']"
1296,"['workout_duration', 'exercise_time', 'active_energy']"
1297,"['avg_hr', 'workout_duration', 'active_energy']"
1298,"['active_energy', 'workout_duration', 'resting_hr']"
1299,"['workout_duration', 'resting_hr', 'exercise_time']"
1300,"['workout_duration', 'resting_hr', 'active_energy']"
1301,"['workout_duration', 'active_energy', 'distance']"
1302,"['active_energy', 'workout_duration', 'resting_hr']"
1303,"['workout_duration', 'active_energy', 'resting_hr']"
1304,"['workout_duration', 'active_energy', 'avg_hr']"
1305,"['workout_duration', 'active_energy', 'sleep_duration']"
1306,"['active_energy', 'workout_duration', 'avg_hr']"
1307,"['workout_duration', 'avg_hr', 'active_energy']"
1308,"['active_energy', 'sleep_duration', 'avg_hr']"
1309,"['workout_duration', 'active_energy', 'avg_hr']"
1310,"['workout_duration', 'active_energy', 'sleep_duration']"
1311,"['workout_duration', 'active_energy', 'sleep_duration']"
1312,"['workout_duration', 'avg_hr', 'active_energy']"
1313,"['workout_duration', 'active_energy', 'steps']"
1314,"['active_energy', 'workout_duration', 'avg_hr']"
1315,"['workout_duration', 'active_energy', 'exercise_time']"
1316,"['avg_hr', 'workout_duration', 'active_energy']"
1317,"['workout_duration', 'active_energy', 'sleep_duration']"
1318,"['workout_duration', 'active_energy', 'avg_hr']"
1319,"['active_energy', 'workout_duration', 'distance']"
1320,"['workout_duration', 'active_energy', 'exercise_time']"
1321,"['avg_hr', 'workout_duration', 'active_energy']"
1322,"['workout_duration', 'exercise_time', 'distance']"
1323,"['workout_duration', 'distance', 'avg_hr']"
1324,"['avg_hr', 'distance', 'exercise_time']"
1325,"['workout_duration', 'active_energy', 'distance']"
1326,"['workout_duration', 'active_energy', 'steps']"
1327,"['workout_duration', 'active_energy', 'avg_hr']"
1328,"['active_energy', 'workout_duration', 'resting_hr']"
1329,"['workout_duration', 'avg_hr', 'sleep_duration']"
1330,"['active_energy', 'workout_duration', 'sleep_duration']"
1331,"['workout_duration', 'sleep_duration', 'distance']"
1332,"['workout_duration', 'sleep_duration', 'exercise_time']"
1333,"['workout_duration', 'active_energy', 'avg_hr']"
1334,"['workout_duration', 'distance', 'avg_hr']"
1335,"['workout_duration', 'active_energy', 'avg_hr']"
1336,"['workout_duration', 'active_energy', 'steps']"
1337,"['workout_duration', 'sleep_duration', 'active_energy']"
1338,"['workout_duration', 'active_energy', 'steps']"
1339,"['workout_duration', 'exercise_time', 'distance']"
1340,"['active_energy', 'workout_duration', 'avg_hr']"
1341,"['workout_duration', 'active_energy', 'avg_hr']"
1342,"['workout_duration', 'distance', 'active_energy']"
1343,"['workout_duration', 'active_energy', 'avg_hr']"
1344,"['workout_duration', 'active_energy', 'steps']"
1345,"['active_energy', 'workout_duration', 'avg_hr']"
1346,"['active_energy', 'workout_duration', 'steps']"
1347,"['workout_duration', 'active_energy', 'avg_hr']"
1348,"['workout_duration', 'active_energy', 'avg_hr']"
1349,"['workout_duration', 'active_energy', 'steps']"
1350,"['active_energy', 'workout_duration', 'resting_hr']"
1351,"['active_energy', 'workout_duration', 'distance']"
1352,"['active_energy', 'workout_duration', 'avg_hr']"
1353,"['active_energy', 'distance', 'workout_duration']"
1354,"['workout_duration', 'active_energy', 'exercise_time']"
1355,"['workout_duration', 'active_energy', 'resting_hr']"
1356,"['workout_duration', 'active_energy', 'exercise_time']"
1357,"['active_energy', 'avg_hr', 'workout_duration']"
1358,"['active_energy', 'workout_duration', 'resting_hr']"
1359,"['workout_duration', 'avg_hr', 'sleep_duration']"
1360,"['workout_duration', 'distance', 'active_energy']"
1361,"['active_energy', 'workout_duration', 'resting_hr']"
1362,"['active_energy', 'workout_duration', 'avg_hr']"
1363,"['workout_duration', 'steps', 'active_energy']"
1364,"['workout_duration', 'avg_hr', 'active_energy']"
1365,"['workout_duration', 'active_energy', 'exercise_time']"
1366,"['workout_duration', 'active_energy', 'avg_hr']"
1367,"['workout_duration', 'active_energy', 'avg_hr']"
1368,"['avg_hr', 'active_energy', 'workout_duration']"
1369,"['avg_hr', 'workout_duration', 'active_energy']"
1370,"['steps', 'workout_duration', 'avg_hr']"
1371,"['workout_duration', 'resting_hr', 'sleep_duration']"
1372,"['workout_duration', 'distance', 'active_energy']"
1373,"['workout_duration', 'resting_hr', 'avg_hr']"
1374,"['workout_duration', 'active_energy', 'distance']"
1375,"['active_energy', 'avg_hr', 'steps']"
1376,"['workout_duration', 'active_energy', 'distance']"
1377,"['workout_duration', 'active_energy', 'exercise_time']"
1378,"['workout_duration', 'active_energy', 'avg_hr']"
1379,"['workout_duration', 'active_energy', 'distance']"
1380,"['active_energy', 'workout_duration', 'avg_hr']"
1381,"['workout_duration', 'avg_hr', 'active_energy']"
1382,"['avg_hr', 'active_energy', 'workout_duration']"
1383,"['avg_hr', 'workout_duration', 'active_energy']"
1384,"['active_energy', 'workout_duration', 'resting_hr']"
1385,"['active_energy', 'workout_duration', 'resting_hr']"
1386,"['active_energy', 'distance', 'workout_duration']"
1387,"['active_energy', 'avg_hr', 'workout_duration']"
1388,"['active_energy', 'workout_duration', 'resting_hr']"
1389,"['workout_duration', 'avg_hr', 'active_energy']"
1390,"['workout_duration', 'avg_hr', 'active_energy']"
1391,"['workout_duration', 'resting_hr', 'active_energy']"
1392,"['workout_duration', 'distance', 'steps']"
1393,"['workout_duration', 'exercise_time', 'active_energy']"
1394,"['avg_hr', 'active_energy', 'workout_duration']"
1395,"['workout_duration', 'distance', 'active_energy']"
1396,"['workout_duration', 'steps', 'active_energy']"
1397,"['workout_duration', 'exercise_time', 'sleep_duration']"
1398,"['active_energy', 'workout_duration', 'steps']"
1399,"['active_energy', 'workout_duration', 'avg_hr']"
1400,"['workout_duration', 'active_energy', 'resting_hr']"
1401,"['resting_hr', 'active_energy', 'workout_duration']"
1402,"['active_energy', 'avg_hr', 'workout_duration']"
1403,"['avg_hr', 'workout_duration', 'resting_hr']"
1404,"['workout_duration', 'distance', 'avg_hr']"
1405,"['workout_duration', 'active_energy', 'avg_hr']"
1406,"['workout_duration', 'active_energy', 'avg_hr']"
1407,"['active_energy', 'exercise_time', 'workout_duration']"
1408,"['workout_duration', 'avg_hr', 'active_energy']"
1409,"['workout_duration', 'avg_hr', 'steps']"
1410,"['active_energy', 'exercise_time', 'avg_hr']"
1411,"['workout_duration', 'resting_hr', 'active_energy']"
1412,"['workout_duration', 'avg_hr', 'active_energy']"
1413,"['workout_duration', 'active_energy', 'avg_hr']"
1414,"['avg_hr', 'active_energy', 'steps']"
1415,"['workout_duration', 'active_energy', 'avg_hr']"
1416,"['workout_duration', 'active_energy', 'avg_hr']"
1417,"['avg_hr', 'active_energy', 'resting_hr']"
1418,"['active_energy', 'workout_duration', 'avg_hr']"
1419,"['workout_duration', 'resting_hr', 'steps']"
1420,"['active_energy', 'workout_duration', 'sleep_duration']"
1421,"['workout_duration', 'avg_hr', 'sleep_duration']"
1422,"['workout_duration', 'resting_hr', 'active_energy']"
1423,"['workout_duration', 'avg_hr', 'resting_hr']"
1424,"['workout_duration', 'steps', 'active_energy']"
1425,"['avg_hr', 'active_energy', 'workout_duration']"
1426,"['workout_duration', 'active_energy', 'steps']"
1427,"['workout_duration', 'avg_hr', 'resting_hr']"
1428,"['workout_duration', 'exercise_time', 'active_energy']"
1429,"['workout_duration', 'active_energy', 'exercise_time']"
1430,"['active_energy', 'workout_duration', 'exercise_time']"
1431,"['workout_duration', 'avg_hr', 'steps']"
1432,"['workout_duration', 'active_energy', 'avg_hr']"
1433,"['workout_duration', 'active_energy', 'steps']"
1434,"['active_energy', 'sleep_duration', 'workout_duration']"
1435,"['workout_duration', 'active_energy', 'resting_hr']"
1436,"['workout_duration', 'steps', 'avg_hr']"
1437,"['workout_duration', 'active_energy', 'avg_hr']"
1438,"['workout_duration', 'active_energy', 'resting_hr']"
1439,"['workout_duration', 'active_energy', 'avg_hr']"
1440,"['workout_duration', 'exercise_time', 'active_energy']"
1441,"['workout_duration', 'avg_hr', 'active_energy']"
1442,"['active_energy', 'avg_hr', 'workout_duration']"
1443,"['workout_duration', 'active_energy', 'sleep_duration']"
1444,"['workout_duration', 'active_energy', 'exercise_time']"
1445,"['active_energy', 'workout_duration', 'avg_hr']"
1446,"['avg_hr', 'active_energy', 'workout_duration']"
1447,"['active_energy', 'workout_duration', 'sleep_duration']"
1448,"['workout_duration', 'resting_hr', 'active_energy']"
1449,"['workout_duration', 'active_energy', 'avg_hr']"
1450,"['workout_duration', 'active_energy', 'avg_hr']"
1451,"['active_energy', 'workout_duration', 'avg_hr']"
1452,"['workout_duration', 'avg_hr', 'active_energy']"
1453,"['workout_duration', 'avg_hr', 'active_energy']"
1454,"['workout_duration', 'active_energy', 'exercise_time']"
1455,"['workout_duration', 'distance', 'avg_hr']"
1456,"['workout_duration', 'avg_hr', 'active_energy']"
1457,"['workout_duration', 'distance', 'avg_hr']"
1458,"['active_energy', 'workout_duration', 'avg_hr']"
1459,"['workout_duration', 'active_energy', 'avg_hr']"
1460,"['workout_duration', 'active_energy', 'avg_hr']"
1461,"['workout_duration', 'avg_hr', 'active_energy']"
1462,"['active_energy', 'workout_duration', 'sleep_duration']"
1463,"['active_energy', 'avg_hr', 'workout_duration']"
1464,"['workout_duration', 'active_energy', 'avg_hr']"
1465,"['workout_duration', 'active_energy', 'avg_hr']"
1466,"['workout_duration', 'active_energy', 'distance']"
1467,"['workout_duration', 'avg_hr', 'active_energy']"
1468,"['workout_duration', 'distance', 'active_energy']"
1469,"['active_energy', 'sleep_duration', 'exercise_time']"
1470,"['workout_duration', 'resting_hr', 'active_energy']"
1471,"['workout_duration', 'distance', 'active_energy']"
1472,"['workout_duration', 'active_energy', 'exercise_time']"
1473,"['active_energy', 'workout_duration', 'resting_hr']"
1474,"['workout_duration', 'sleep_duration', 'avg_hr']"
1475,"['active_energy', 'avg_hr', 'workout_duration']"
1476,"['avg_hr', 'steps', 'active_energy']"
1477,"['workout_duration', 'active_energy', 'avg_hr']"
1478,"['workout_duration', 'active_energy', 'steps']"
1479,"['active_energy', 'workout_duration', 'resting_hr']"
1480,"['active_energy', 'distance', 'resting_hr']"
1481,"['workout_duration', 'active_energy', 'resting_hr']"
1482,"['active_energy', 'workout_duration', 'sleep_duration']"
1483,"['workout_duration', 'resting_hr', 'active_energy']"
1484,"['workout_duration', 'avg_hr', 'steps']"
1485,"['workout_duration', 'exercise_time', 'distance']"
1486,"['avg_hr', 'workout_duration', 'active_energy']"
1487,"['workout_duration', 'exercise_time', 'avg_hr']"
1488,"['workout_duration', 'avg_hr', 'active_energy']"
1489,"['distance', 'active_energy', 'exercise_time']"
1490,"['workout_duration', 'distance', 'avg_hr']"
1491,"['workout_duration', 'avg_hr', 'distance']"
1492,"['workout_duration', 'active_energy', 'steps']"
1493,"['active_energy', 'workout_duration', 'avg_hr']"
1494,"['active_energy', 'workout_duration', 'avg_hr']"
1495,"['workout_duration', 'sleep_duration', 'steps']"
1496,"['workout_duration', 'resting_hr', 'sleep_duration']"
1497,"['workout_duration', 'active_energy', 'avg_hr']"
1498,"['workout_duration', 'active_energy', 'distance']"
1499,"['workout_duration', 'active_energy', 'exercise_time']"
1500,"['workout_duration', 'active_energy', 'avg_hr']"
1501,"['workout_duration', 'active_energy', 'exercise_time']"
1502,"['workout_duration', 'active_energy', 'avg_hr']"
1503,"['workout_duration', 'active_energy', 'exercise_time']"
1504,"['sleep_duration', 'active_energy', 'workout_duration']"
1505,"['active_energy', 'avg_hr', 'workout_duration']"
1506,"['workout_duration', 'active_energy', 'sleep_duration']"
1507,"['active_energy', 'avg_hr', 'workout_duration']"
1508,"['workout_duration', 'active_energy', 'sleep_duration']"
1509,"['active_energy', 'workout_duration', 'exercise_time']"
1510,"['workout_duration', 'sleep_duration', 'active_energy']"
1511,"['active_energy', 'steps', 'workout_duration']"
1512,"['steps', 'workout_duration', 'avg_hr']"
1513,"['workout_duration', 'active_energy', 'exercise_time']"
1514,"['workout_duration', 'avg_hr', 'resting_hr']"
1515,"['sleep_duration', 'active_energy', 'workout_duration']"
1516,"['workout_duration', 'sleep_duration', 'active_energy']"
1517,"['workout_duration', 'active_energy', 'exercise_time']"
1518,"['workout_duration', 'active_energy', 'steps']"
1519,"['active_energy', 'avg_hr', 'workout_duration']"
1520,"['workout_duration', 'active_energy', 'avg_hr']"
1521,"['workout_duration', 'active_energy', 'steps']"
1522,"['workout_duration', 'active_energy', 'exercise_time']"
1523,"['resting_hr', 'workout_duration', 'avg_hr']"
1524,"['workout_duration', 'active_energy', 'avg_hr']"
1525,"['workout_duration', 'active_energy', 'avg_hr']"
1526,"['steps', 'active_energy', 'workout_duration']"
1527,"['workout_duration', 'distance', 'exercise_time']"
1528,"['workout_duration', 'active_energy', 'sleep_duration']"
1529,"['workout_duration', 'avg_hr', 'active_energy']"
1530,"['workout_duration', 'distance', 'active_energy']"
1531,"['workout_duration', 'avg_hr', 'active_energy']"
1532,"['workout_duration', 'active_energy', 'avg_hr']"
1533,"['workout_duration', 'exercise_time', 'sleep_duration']"
1534,"['workout_duration', 'active_energy', 'steps']"
1535,"['workout_duration', 'active_energy', 'avg_hr']"
1536,"['workout_duration', 'avg_hr', 'exercise_time']"
1537,"['active_energy', 'steps', 'workout_duration']"
1538,"['active_energy', 'resting_hr', 'workout_duration']"
1539,"['active_energy', 'workout_duration', 'steps']"
1540,"['active_energy', 'workout_duration', 'distance']"
1541,"['workout_duration', 'active_energy', 'avg_hr']"
1542,"['active_energy', 'workout_duration', 'exercise_time']"
1543,"['workout_duration', 'active_energy', 'sleep_duration']"
1544,"['active_energy', 'workout_duration', 'avg_hr']"
1545,"['workout_duration', 'avg_hr', 'active_energy']"
1546,"['workout_duration', 'distance', 'active_energy']"
1547,"['workout_duration', 'active_energy', 'distance']"
1548,"['active_energy', 'workout_duration', 'avg_hr']"
1549,"['workout_duration', 'active_energy', 'avg_hr']"
1550,"['avg_hr', 'workout_duration', 'active_energy']"
1551,"['workout_duration', 'active_energy', 'resting_hr']"
1552,"['workout_duration', 'active_energy', 'exercise_time']"
1553,"['workout_duration', 'active_energy', 'exercise_time']"
1554,"['workout_duration', 'exercise_time', 'avg_hr']"
1555,"['avg_hr', 'workout_duration', 'exercise_time']"
1556,"['avg_hr', 'workout_duration', 'steps']"
1557,"['workout_duration', 'exercise_time', 'steps']"
1558,"['active_energy', 'workout_duration', 'exercise_time']"
1559,"['active_energy', 'workout_duration', 'distance']"
1560,"['workout_duration', 'active_energy', 'exercise_time']"
1561,"['workout_duration', 'active_energy', 'avg_hr']"
1562,"['workout_duration', 'sleep_duration', 'exercise_time']"
1563,"['workout_duration', 'avg_hr', 'sleep_duration']"
1564,"['workout_duration', 'avg_hr', 'resting_hr']"
1565,"['avg_hr', 'workout_duration', 'active_energy']"
1566,"['workout_duration', 'avg_hr', 'steps']"
1567,"['avg_hr', 'active_energy', 'workout_duration']"
1568,"['workout_duration', 'distance', 'active_energy']"
1569,"['workout_duration', 'active_energy', 'resting_hr']"
1570,"['workout_duration', 'active_energy', 'exercise_time']"
1571,"['workout_duration', 'exercise_time', 'avg_hr']"
1572,"['workout_duration', 'active_energy', 'resting_hr']"
1573,"['workout_duration', 'steps', 'avg_hr']"
1574,"['active_energy', 'workout_duration', 'steps']"
1575,"['workout_duration', 'active_energy', 'avg_hr']"
