sex,age,weight_kg,height_cm,activity_level,tdee,protein_needed_g,fats_needed_g,carbs_needed_g,water_needed_liters,steps,walking_running_minutes,flights_climbed,cardio_vo2max,cardio_recovery_bpm,cholesterol_mg,saturated_fat_g,monounsaturated_fat_g,polyunsaturated_fat_g,trans_fats_g
Male,34,97,189,very_active,3773.875,188.69375000000002,125.79583333333332,471.734375,3.201,7394,31,37,50,24,117,18,6,18,0
Male,29,68,173,active,2796.65625,139.83281250000002,93.221875,349.58203125,2.244,6534,107,16,56,14,43,8,9,6,4
Female,63,59,166,very_active,2187.85,109.3925,72.92833333333333,273.48125,1.947,15388,102,18,59,12,209,18,6,12,4
Female,49,66,156,moderate,1904.95,95.2475,63.498333333333335,238.11875,2.178,14319,115,43,43,32,35,6,16,18,3
Female,32,74,150,sedentary,1627.8,81.39,54.26,203.475,2.442,9475,8,3,35,38,18,8,8,9,3
Female,33,48,184,active,2249.4,112.47000000000001,74.98,281.175,1.584,17728,62,47,35,19,90,8,19,7,2
Female,39,57,181,sedentary,1614.3,80.715,53.809999999999995,201.7875,1.881,15006,104,10,46,14,211,10,15,14,0
Female,45,67,185,moderate,2232.3875000000003,111.61937500000002,74.41291666666667,279.04843750000003,2.2110000000000003,19150,71,21,40,32,221,7,15,11,3
Male,37,52,162,sedentary,1623.0,81.15,54.099999999999994,202.875,1.7160000000000002,3446,77,3,44,24,216,6,7,18,3
Female,50,62,155,sedentary,1413.3,70.665,47.10999999999999,176.6625,2.0460000000000003,3108,32,16,38,27,222,19,9,15,1
Male,27,56,163,light,1992.03125,99.6015625,66.40104166666667,249.00390625,1.848,6239,86,7,50,34,97,12,10,19,1
Male,57,99,186,sedentary,2247.0,112.35000000000001,74.9,280.875,3.2670000000000003,8931,20,45,46,17,18,6,17,19,3
Female,49,75,164,very_active,2601.1,130.055,86.70333333333332,325.1375,2.475,7053,54,33,53,30,296,12,11,6,2
Male,50,58,153,active,2227.40625,111.37031250000001,74.24687499999999,278.42578125,1.9140000000000001,16746,75,10,36,11,25,11,14,9,0
Female,19,78,189,light,2344.71875,117.2359375,78.15729166666667,293.08984375,2.5740000000000003,4245,56,30,36,31,27,7,12,15,3
Male,50,62,165,active,2425.78125,121.2890625,80.859375,303.22265625,2.0460000000000003,16839,1,10,59,17,63,10,13,12,2
Female,50,78,177,active,2544.80625,127.24031250000002,84.826875,318.10078125,2.5740000000000003,15856,12,37,50,32,222,10,18,17,2
Male,58,55,165,moderate,2009.1875,100.45937500000001,66.97291666666666,251.1484375,1.8150000000000002,8105,3,20,30,17,79,14,8,15,3
Female,30,85,153,moderate,2317.6375000000003,115.88187500000002,77.25458333333334,289.70468750000003,2.805,5922,83,45,54,13,50,18,8,5,2
Female,47,56,175,light,1729.40625,86.4703125,57.646874999999994,216.17578125,1.848,5513,49,29,56,39,101,9,11,19,4
Female,50,93,177,moderate,2519.1375000000003,125.95687500000003,83.97125,314.89218750000003,3.069,5801,114,9,54,28,175,17,16,5,2
Female,30,59,181,moderate,2185.8875000000003,109.29437500000002,72.86291666666666,273.23593750000003,1.947,16895,47,25,37,32,9,12,19,7,3
Female,43,75,151,moderate,2042.5125,102.12562500000001,68.08375,255.3140625,2.475,9981,77,26,34,27,236,19,14,7,2
Male,39,93,180,active,3217.125,160.85625000000002,107.2375,402.140625,3.069,11221,29,7,59,39,99,15,14,17,3
Male,56,73,152,light,1931.875,96.59375,64.39583333333333,241.484375,2.4090000000000003,9038,28,38,48,30,227,16,15,11,1
Male,19,70,157,active,2744.90625,137.2453125,91.49687499999999,343.11328125,2.31,18082,7,7,37,38,63,9,13,10,3
Female,55,62,173,very_active,2403.975,120.19875,80.1325,300.496875,2.0460000000000003,17648,11,7,46,32,18,11,15,11,2
Male,56,76,164,active,2604.75,130.2375,86.82499999999999,325.59375,2.508,3364,40,33,48,10,140,10,6,8,3
Female,43,66,180,very_active,2677.1,133.855,89.23666666666666,334.6375,2.178,4800,101,15,41,29,24,15,17,15,0
Female,63,82,158,sedentary,1597.8,79.89,53.26,199.725,2.706,17110,25,40,56,24,227,19,15,6,3
Male,32,61,188,sedentary,1956.0,97.80000000000001,65.19999999999999,244.5,2.013,8958,49,12,52,27,88,11,10,6,3
Male,51,67,151,very_active,2591.125,129.55625,86.37083333333334,323.890625,2.2110000000000003,12096,1,22,59,31,91,17,14,14,0
Female,59,68,157,very_active,2289.975,114.49875,76.3325,286.246875,2.244,10436,54,11,44,21,41,13,14,5,0
Male,61,94,156,active,2785.875,139.29375000000002,92.8625,348.234375,3.1020000000000003,15638,103,26,33,10,294,7,12,18,0
Female,57,52,188,very_active,2373.1,118.655,79.10333333333332,296.6375,1.7160000000000002,3179,55,21,52,16,80,14,17,17,4
Female,28,85,165,light,2172.84375,108.6421875,72.428125,271.60546875,2.805,6873,13,31,41,28,106,11,9,18,3
Female,20,50,184,sedentary,1666.8,83.34,55.559999999999995,208.35,1.6500000000000001,18455,5,48,56,37,110,17,9,13,0
Female,23,49,179,sedentary,1599.3,79.965,53.309999999999995,199.9125,1.617,15797,105,26,42,10,276,14,12,18,0
Female,26,88,159,very_active,3007.225,150.36125,100.24083333333333,375.903125,2.904,7460,103,1,43,33,213,7,5,18,1
Male,23,73,187,moderate,2772.5625,138.628125,92.41874999999999,346.5703125,2.4090000000000003,18316,94,44,34,16,230,17,10,11,4
Male,26,72,167,moderate,2540.0625,127.00312500000001,84.66874999999999,317.5078125,2.3760000000000003,3352,80,32,51,11,120,6,14,14,3
Female,56,55,154,very_active,2035.85,101.7925,67.86166666666666,254.48125,1.8150000000000002,8344,88,25,45,16,133,16,17,7,2
Female,48,45,178,light,1597.0625,79.853125,53.235416666666666,199.6328125,1.485,7507,60,27,59,28,207,11,13,6,4
Male,49,87,188,moderate,2797.75,139.88750000000002,93.25833333333333,349.71875,2.871,7830,95,18,36,22,256,8,16,18,4
Male,58,63,183,very_active,2828.625,141.43125,94.2875,353.578125,2.079,14220,11,42,44,34,184,5,10,7,1
Female,29,53,172,light,1786.125,89.30625,59.537499999999994,223.265625,1.749,3117,112,4,42,33,285,10,19,11,3
Male,25,71,154,light,2134.6875,106.734375,71.15625,266.8359375,2.343,19865,12,32,55,14,179,15,11,9,3
Female,25,78,179,active,2781.99375,139.09968750000002,92.733125,347.74921875,2.5740000000000003,7287,18,19,45,32,47,10,8,16,0
Male,45,88,155,light,2239.53125,111.9765625,74.65104166666667,279.94140625,2.904,7477,43,29,41,28,86,10,16,7,0
Female,37,48,153,moderate,1689.8875,84.494375,56.32958333333333,211.2359375,1.584,9533,111,44,36,10,18,6,14,13,4
Male,64,80,178,moderate,2476.125,123.80625,82.5375,309.515625,2.64,19627,88,7,45,10,45,5,5,6,1
Female,24,62,172,very_active,2686.6,134.33,89.55333333333333,335.825,2.0460000000000003,15755,94,37,52,36,55,7,13,11,3
Male,28,59,155,very_active,2705.125,135.25625,90.17083333333333,338.140625,1.947,3865,58,16,52,27,228,16,16,19,1
Male,37,95,181,light,2614.21875,130.7109375,87.140625,326.77734375,3.1350000000000002,14173,36,43,56,33,144,18,10,14,2
Female,33,57,167,sedentary,1545.3,77.265,51.51,193.1625,1.881,8329,24,0,42,10,91,6,7,10,3
Male,21,63,164,active,2682.375,134.11875,89.4125,335.296875,2.079,3603,15,2,58,36,81,10,8,10,0
Female,23,93,189,sedentary,2202.2999999999997,110.115,73.41,275.28749999999997,3.069,8756,37,45,52,37,224,17,14,18,4
Male,39,50,181,light,1981.71875,99.0859375,66.05729166666667,247.71484375,1.6500000000000001,14254,42,25,32,14,78,16,16,11,1
Female,43,92,158,light,2105.8125,105.290625,70.19375,263.2265625,3.036,7018,112,30,44,18,149,10,10,10,0
Male,20,56,186,sedentary,1953.0,97.65,65.1,244.125,1.848,8192,86,7,57,21,282,17,10,6,4
Female,58,95,159,active,2574.99375,128.74968750000002,85.833125,321.87421875,3.1350000000000002,5015,13,42,32,18,159,9,16,15,0
Male,59,81,169,sedentary,1891.5,94.575,63.04999999999999,236.4375,2.673,12850,5,45,36,27,155,14,13,9,3
Female,31,61,155,very_active,2399.225,119.96125,79.97416666666666,299.903125,2.013,6380,88,7,59,32,155,14,8,7,1
Male,28,67,152,moderate,2301.75,115.0875,76.725,287.71875,2.2110000000000003,6770,22,34,47,20,201,9,9,13,2
Female,35,70,160,very_active,2591.6,129.58,86.38666666666666,323.95,2.31,8829,59,38,43,10,116,13,9,12,0
Female,29,73,166,moderate,2265.3250000000003,113.26625000000001,75.51083333333334,283.16562500000003,2.4090000000000003,4613,106,27,47,28,153,18,7,14,1
Female,40,77,181,light,2117.84375,105.8921875,70.59479166666667,264.73046875,2.541,16147,11,3,48,31,118,9,6,15,3
Male,29,71,153,active,2632.78125,131.6390625,87.759375,329.09765625,2.343,18545,12,15,43,34,198,17,12,6,0
Female,30,69,153,sedentary,1602.3,80.11500000000001,53.41,200.2875,2.277,8372,99,12,49,19,262,14,14,19,3
Male,42,99,166,active,3143.8125,157.190625,104.79374999999999,392.9765625,3.2670000000000003,13538,102,19,35,11,183,10,19,5,2
Female,62,54,168,sedentary,1342.8,67.14,44.76,167.85,1.782,3148,97,4,58,16,147,15,13,19,2
Male,36,91,154,very_active,3225.25,161.26250000000002,107.50833333333333,403.15625,3.003,4754,5,36,37,29,165,8,14,8,4
Female,63,67,181,very_active,2517.975,125.89875,83.93249999999999,314.746875,2.2110000000000003,10378,62,19,55,11,74,14,15,8,4
Male,53,65,171,sedentary,1750.5,87.525,58.349999999999994,218.8125,2.145,16591,37,23,55,28,235,18,17,16,4
Male,62,65,155,active,2266.21875,113.31093750000001,75.540625,283.27734375,2.145,12371,49,35,36,15,271,18,13,14,3
Female,25,87,184,sedentary,2080.7999999999997,104.03999999999999,69.35999999999999,260.09999999999997,2.871,15779,51,33,49,19,178,19,18,15,4
Male,46,57,171,light,1943.90625,97.1953125,64.796875,242.98828125,1.881,12795,39,44,47,18,282,5,9,6,1
Male,49,81,150,very_active,2864.25,143.2125,95.475,358.03125,2.673,8692,7,47,47,17,50,8,15,11,3
Female,61,77,169,light,1870.34375,93.5171875,62.344791666666666,233.79296875,2.541,7218,60,33,44,35,74,6,13,17,3
Male,35,68,171,very_active,2999.625,149.98125000000002,99.9875,374.953125,2.244,7803,7,18,49,39,143,14,8,19,4
Male,23,88,160,very_active,3363.0,168.15,112.1,420.375,2.904,14672,103,16,51,20,187,7,6,7,4
Male,35,55,162,moderate,2158.375,107.91875,71.94583333333333,269.796875,1.8150000000000002,6182,96,4,48,18,122,11,7,11,3
Female,36,61,152,light,1676.125,83.80625,55.87083333333333,209.515625,2.013,14009,33,24,51,29,250,11,5,11,2
Male,39,48,158,light,1756.5625,87.828125,58.552083333333336,219.5703125,1.584,17328,107,17,50,37,295,5,9,5,2
Female,54,91,161,moderate,2302.1375000000003,115.10687500000002,76.73791666666666,287.76718750000003,3.003,5586,78,49,50,29,129,12,5,10,4
Male,49,69,172,active,2630.625,131.53125,87.6875,328.828125,2.277,5648,99,7,31,18,251,11,16,8,2
Male,58,74,163,light,2026.40625,101.3203125,67.546875,253.30078125,2.442,10313,59,26,37,17,179,5,15,15,1
Male,20,53,182,sedentary,1887.0,94.35000000000001,62.900000000000006,235.875,1.749,15544,56,14,50,37,109,12,5,12,1
Female,45,65,167,moderate,2027.0125,101.35062500000001,67.56708333333333,253.3765625,2.145,10407,98,44,40,24,77,18,18,12,1
Male,27,64,158,light,2059.0625,102.953125,68.63541666666667,257.3828125,2.112,18234,45,12,47,11,1,18,15,7,3
Male,52,63,172,active,2501.25,125.0625,83.375,312.65625,2.079,18012,21,15,52,33,275,6,15,8,3
Female,46,63,159,light,1695.03125,84.7515625,56.501041666666666,211.87890625,2.079,12735,86,21,42,10,289,12,17,19,3
Male,32,56,168,very_active,2764.5,138.225,92.15,345.5625,1.848,16425,39,19,38,18,296,7,11,5,3
Female,50,81,154,sedentary,1633.8,81.69,54.46,204.225,2.673,18698,44,12,38,18,168,14,6,14,3
Female,24,86,172,moderate,2563.7000000000003,128.18500000000003,85.45666666666666,320.46250000000003,2.838,18321,54,19,46,22,239,11,19,6,4
Male,29,61,179,very_active,3018.625,150.93125,100.62083333333334,377.328125,2.013,15646,50,1,36,17,22,17,12,11,2
Female,47,81,174,active,2590.0875,129.504375,86.33625,323.7609375,2.673,7893,85,34,38,36,293,10,10,19,4
Male,38,98,177,very_active,3612.375,180.61875,120.41249999999998,451.546875,3.234,12476,4,46,51,30,171,9,8,18,2
Female,48,92,183,very_active,3159.225,157.96125,105.30749999999999,394.903125,3.036,7382,94,18,30,14,285,19,13,15,4
Female,41,83,174,active,2676.3375,133.816875,89.21125,334.5421875,2.7390000000000003,4785,12,44,31,38,192,15,19,16,1
Male,37,72,159,very_active,2914.125,145.70625,97.13749999999999,364.265625,2.3760000000000003,16030,27,36,33,12,168,14,14,19,0
Female,54,85,163,moderate,2228.5125000000003,111.42562500000003,74.28375,278.56406250000003,2.805,14735,83,5,43,30,117,18,12,11,3
Female,21,79,179,light,2258.78125,112.9390625,75.29270833333334,282.34765625,2.607,19679,96,13,33,13,5,15,17,17,0
Female,45,91,174,very_active,3061.85,153.0925,102.06166666666667,382.73125,3.003,13245,79,3,31,26,131,6,14,13,0
Female,61,92,163,moderate,2282.7625000000003,114.13812500000002,76.09208333333333,285.34531250000003,3.036,5597,61,21,37,25,92,6,7,14,1
Female,37,62,184,light,1958.0,97.9,65.26666666666667,244.75,2.0460000000000003,3324,92,38,47,25,250,17,7,13,0
Male,41,58,183,light,2095.15625,104.7578125,69.83854166666667,261.89453125,1.9140000000000001,18160,86,35,48,34,9,16,8,13,0
Female,49,79,159,very_active,2617.725,130.88625,87.2575,327.215625,2.607,15614,23,33,43,35,50,19,18,10,1
Male,58,88,184,moderate,2704.75,135.2375,90.15833333333333,338.09375,2.904,3986,97,26,49,39,293,5,13,12,2
Female,53,85,160,very_active,2705.6,135.28,90.18666666666667,338.2,2.805,3760,6,6,54,29,128,18,13,13,4
Male,51,51,160,active,2173.5,108.67500000000001,72.44999999999999,271.6875,1.683,14885,37,2,39,12,248,13,9,16,0
Male,53,85,170,light,2272.1875,113.609375,75.73958333333333,284.0234375,2.805,12228,36,46,46,15,101,15,16,18,3
Female,19,57,170,very_active,2615.35,130.7675,87.17833333333333,326.91875,1.881,8499,67,32,37,10,82,12,13,11,1
Female,32,62,171,light,1880.65625,94.0328125,62.688541666666666,235.08203125,2.0460000000000003,3364,97,1,57,30,190,12,10,8,0
Female,51,81,156,moderate,2121.9500000000003,106.09750000000003,70.73166666666667,265.24375000000003,2.673,11027,41,41,43,25,142,5,12,18,2
Male,53,57,166,sedentary,1617.0,80.85000000000001,53.9,202.125,1.881,16532,85,15,50,24,236,9,15,8,2
Female,23,80,151,very_active,2788.725,139.43625,92.9575,348.590625,2.64,17408,4,24,52,16,286,16,12,10,3
Male,56,75,161,very_active,2814.375,140.71875,93.8125,351.796875,2.475,19105,63,14,37,11,276,10,16,18,0
Male,59,46,167,light,1668.90625,83.4453125,55.630208333333336,208.61328125,1.518,10939,49,23,34,19,290,19,14,15,3
Male,29,60,160,moderate,2263.0,113.15,75.43333333333334,282.875,1.98,16936,105,14,45,34,168,6,19,8,2
Female,20,53,165,active,2242.93125,112.14656250000002,74.764375,280.36640625,1.749,12261,86,30,37,37,143,14,11,15,2
Female,62,53,167,moderate,1709.2625,85.463125,56.97541666666666,213.6578125,1.749,18863,117,13,39,24,183,19,8,11,4
Male,35,82,184,very_active,3420.0,171.0,114.0,427.5,2.706,15561,14,13,56,15,44,9,8,12,2
Male,57,55,175,active,2352.46875,117.62343750000001,78.415625,294.05859375,1.8150000000000002,13447,94,5,37,11,242,10,10,12,1
Female,38,98,165,moderate,2573.3875000000003,128.66937500000003,85.77958333333333,321.67343750000003,3.234,17172,72,13,38,33,267,13,18,18,4
Male,32,66,155,sedentary,1768.5,88.42500000000001,58.949999999999996,221.0625,2.178,14878,106,16,47,33,252,19,13,12,3
Female,50,77,161,light,1877.21875,93.8609375,62.57395833333333,234.65234375,2.541,15411,52,17,32,26,288,14,11,6,2
Male,52,80,162,moderate,2414.125,120.70625000000001,80.47083333333333,301.765625,2.64,8448,24,19,46,37,211,5,9,18,1
Female,43,89,153,moderate,2278.8875000000003,113.94437500000002,75.96291666666667,284.86093750000003,2.9370000000000003,5107,88,16,49,10,176,17,9,14,4
Male,25,67,188,sedentary,2070.0,103.5,69.0,258.75,2.2110000000000003,10928,112,15,44,10,20,14,12,6,1
Female,53,89,151,very_active,2674.725,133.73625,89.15749999999998,334.340625,2.9370000000000003,18234,84,39,50,37,51,7,10,6,4
Male,47,89,175,light,2411.40625,120.5703125,80.38020833333333,301.42578125,2.9370000000000003,19310,8,38,56,13,232,16,5,6,4
Female,40,78,176,moderate,2354.4500000000003,117.72250000000003,78.48166666666667,294.30625000000003,2.5740000000000003,16528,118,31,46,29,122,13,5,8,4
Female,59,53,176,active,2025.15,101.25750000000001,67.505,253.14375,1.749,16313,111,43,37,25,99,19,13,9,3
Male,61,68,164,moderate,2177.75,108.8875,72.59166666666665,272.21875,2.244,4559,37,8,31,17,213,18,12,8,4
Male,31,52,157,light,1857.96875,92.8984375,61.932291666666664,232.24609375,1.7160000000000002,18167,21,26,46,10,134,5,10,19,4
Female,31,51,156,moderate,1811.95,90.59750000000001,60.39833333333334,226.49375,1.683,18343,106,45,47,35,217,5,17,9,1
Male,19,80,189,sedentary,2269.5,113.47500000000001,75.65,283.6875,2.64,8830,86,32,58,28,87,5,5,8,4
Female,54,62,161,moderate,1852.6375,92.63187500000001,61.75458333333333,231.5796875,2.0460000000000003,10523,48,9,34,20,279,11,18,11,3
Male,22,47,162,moderate,2135.125,106.75625000000001,71.17083333333333,266.890625,1.5510000000000002,18524,67,16,38,26,39,17,6,14,1
Female,55,72,166,active,2279.5875,113.979375,75.98625,284.9484375,2.3760000000000003,16285,92,48,38,34,239,9,14,5,4
Female,62,50,166,sedentary,1279.8,63.99,42.66,159.975,1.6500000000000001,13973,14,48,31,19,135,10,7,18,1
Female,58,88,185,sedentary,1902.3,95.11500000000001,63.41,237.7875,2.904,6006,64,35,31,21,181,17,14,17,3
Female,64,88,170,moderate,2265.3250000000003,113.26625000000001,75.51083333333334,283.16562500000003,2.904,7302,53,16,48,18,264,19,16,5,1
Female,31,65,157,active,2268.80625,113.4403125,75.626875,283.60078125,2.145,7611,29,17,52,16,258,18,7,6,3
Female,56,72,154,moderate,1924.325,96.21625,64.14416666666666,240.540625,2.3760000000000003,12372,92,22,56,38,181,12,6,17,2
Male,42,84,175,moderate,2679.5625,133.978125,89.31875,334.9453125,2.7720000000000002,17080,19,33,32,21,20,18,16,5,4
Male,37,98,165,light,2517.96875,125.8984375,83.93229166666667,314.74609375,3.234,18082,32,7,46,24,195,17,6,16,3
Male,19,98,185,light,2813.59375,140.6796875,93.78645833333333,351.69921875,3.234,17641,104,12,43,17,211,6,10,19,4
Female,56,45,177,active,1923.80625,96.1903125,64.126875,240.47578125,1.485,13093,107,22,43,26,15,17,11,14,3
Female,23,80,178,very_active,3109.35,155.4675,103.645,388.66875,2.64,11378,99,19,43,14,201,6,8,16,0
Female,34,65,161,light,1822.21875,91.1109375,60.740624999999994,227.77734375,2.145,4597,85,21,35,23,217,7,5,16,0
Female,42,87,186,very_active,3156.85,157.8425,105.22833333333332,394.60625,2.871,14600,76,46,32,11,92,17,10,14,0
Male,45,79,179,sedentary,2026.5,101.325,67.55,253.3125,2.607,6747,6,22,30,25,132,7,11,17,3
Male,19,57,172,light,2138.125,106.90625,71.27083333333333,267.265625,1.881,16879,7,40,59,38,138,17,8,18,4
Female,52,93,165,light,2117.84375,105.8921875,70.59479166666667,264.73046875,3.069,16017,27,34,45,26,156,7,10,15,0
Male,54,98,163,active,2990.71875,149.53593750000002,99.690625,373.83984375,3.234,10432,44,2,58,12,69,8,13,7,4
Male,22,98,159,very_active,3550.625,177.53125,118.35416666666667,443.828125,3.234,7725,106,33,33,32,14,7,8,10,3
Female,18,54,156,light,1738.0,86.9,57.93333333333333,217.25,1.782,13437,72,32,58,10,234,6,16,14,4
Male,57,97,186,light,2547.1875,127.359375,84.90625,318.3984375,3.201,16269,88,45,30,36,211,13,19,15,4
Female,29,88,178,active,2909.2125,145.46062500000002,96.97375,363.6515625,2.904,16092,119,16,46,27,289,10,18,10,0
Male,53,91,152,active,2760.0,138.0,92.0,345.0,3.003,10002,79,44,57,27,59,7,14,5,1
Female,62,97,164,very_active,2895.6,144.78,96.52,361.95,3.201,9131,73,18,47,13,251,13,8,10,2
Female,40,54,185,sedentary,1602.3,80.11500000000001,53.41,200.2875,1.782,16261,10,29,55,24,1,19,14,9,3
Female,64,90,168,sedentary,1762.8,88.14,58.75999999999999,220.35,2.97,15612,30,22,37,37,235,8,16,11,3
Female,48,57,162,moderate,1831.325,91.56625000000001,61.04416666666667,228.915625,1.881,7537,11,14,31,28,18,8,9,10,3
Male,28,81,170,light,2389.0625,119.453125,79.63541666666667,298.6328125,2.673,16091,94,13,56,28,48,12,7,16,2
Female,27,82,186,very_active,3204.35,160.2175,106.81166666666667,400.54375,2.706,5335,77,1,47,19,77,11,14,16,1
Female,20,68,176,light,2088.625,104.43125,69.62083333333334,261.078125,2.244,7321,50,38,56,14,27,19,6,11,4
Female,31,46,178,very_active,2387.35,119.3675,79.57833333333332,298.41875,1.518,16254,43,48,56,28,47,11,19,6,3
Male,33,66,169,very_active,2956.875,147.84375,98.5625,369.609375,2.178,3559,95,17,45,20,95,14,13,16,4
Female,27,61,174,very_active,2662.85,133.1425,88.76166666666666,332.85625,2.013,3713,49,5,55,16,164,11,17,5,0
Male,46,80,155,light,2122.65625,106.1328125,70.75520833333333,265.33203125,2.64,7593,116,31,39,14,175,14,5,18,0
Female,27,58,185,active,2484.43125,124.2215625,82.814375,310.55390625,1.9140000000000001,18184,16,20,37,29,72,15,9,11,0
Male,29,54,151,light,1847.65625,92.3828125,61.588541666666664,230.95703125,1.782,18261,34,39,41,21,28,9,9,13,3
Male,47,79,171,very_active,3094.625,154.73125000000002,103.15416666666665,386.828125,2.607,3256,0,27,51,28,156,19,12,6,2
Female,58,69,181,moderate,2123.8875000000003,106.19437500000002,70.79625000000001,265.48593750000003,2.277,17574,28,26,45,24,278,11,10,16,3
Male,18,47,165,sedentary,1699.5,84.97500000000001,56.65,212.4375,1.5510000000000002,3037,50,1,41,21,282,8,10,11,0
Female,22,91,167,very_active,3197.225,159.86125,106.57416666666666,399.653125,3.003,13264,63,32,40,13,6,12,10,7,0
Female,37,82,154,moderate,2226.5750000000003,111.32875000000001,74.21916666666668,278.32187500000003,2.706,15697,3,15,49,39,181,13,8,10,3
Female,25,61,185,active,2553.43125,127.67156250000001,85.114375,319.17890625,2.013,11652,86,38,48,21,108,17,19,7,2
Male,60,56,179,very_active,2629.125,131.45625,87.63749999999999,328.640625,1.848,18930,27,21,30,27,205,16,5,17,2
Male,29,98,168,moderate,2929.5,146.475,97.65,366.1875,3.234,4832,15,42,56,26,233,7,7,14,4
Female,18,96,172,very_active,3389.6,169.48000000000002,112.98666666666665,423.7,3.168,18517,62,46,32,28,186,11,17,17,1
Female,37,68,183,light,2031.90625,101.5953125,67.73020833333334,253.98828125,2.244,8167,75,12,41,25,7,16,17,15,0
Male,45,73,162,moderate,2359.875,117.99375,78.6625,294.984375,2.4090000000000003,3432,52,1,59,20,52,14,19,15,2
Female,60,87,178,light,2092.0625,104.603125,69.73541666666667,261.5078125,2.871,7151,84,13,38,11,198,13,14,15,0
Female,54,69,185,light,1945.96875,97.2984375,64.865625,243.24609375,2.277,17912,108,37,50,25,136,5,16,9,1
Female,64,80,171,moderate,2151.0125000000003,107.55062500000003,71.70041666666667,268.87656250000003,2.64,9411,16,40,58,10,258,6,15,19,0
Male,54,70,185,sedentary,1909.5,95.47500000000001,63.650000000000006,238.6875,2.31,3256,39,27,51,26,171,11,10,6,2
Male,29,82,158,moderate,2584.625,129.23125000000002,86.15416666666665,323.078125,2.706,3671,12,6,34,27,85,19,9,12,4
Male,54,45,188,sedentary,1632.0,81.60000000000001,54.4,204.0,1.485,3489,51,17,30,38,45,17,14,18,3
Female,61,64,168,very_active,2325.6,116.28,77.52,290.7,2.112,9889,57,40,39,38,185,6,5,12,3
Female,45,99,187,very_active,3368.225,168.41125,112.27416666666666,421.028125,3.2670000000000003,14906,95,35,46,34,155,11,9,11,2
Female,64,72,155,moderate,1872.0125,93.60062500000001,62.400416666666665,234.0015625,2.3760000000000003,15603,36,40,33,38,8,5,6,10,2
Male,32,60,164,very_active,2793.0,139.65,93.1,349.125,1.98,5460,113,35,44,22,114,19,5,5,1
Female,23,91,169,active,2915.68125,145.7840625,97.189375,364.46015625,3.003,7529,78,43,48,14,153,7,8,12,0
Female,61,61,158,light,1555.8125,77.790625,51.860416666666666,194.4765625,2.013,4975,75,3,56,34,129,19,10,5,1
Female,37,84,181,light,2234.71875,111.7359375,74.490625,279.33984375,2.7720000000000002,6216,60,29,37,33,80,9,11,12,3
Female,31,72,153,sedentary,1632.3,81.61500000000001,54.41,204.0375,2.3760000000000003,17267,112,23,57,38,289,18,13,15,0
Male,19,56,167,very_active,2876.125,143.80625,95.87083333333334,359.515625,1.848,12581,78,19,57,36,146,16,9,6,1
Male,26,71,154,sedentary,1857.0,92.85000000000001,61.900000000000006,232.125,2.343,7515,33,45,52,15,294,18,12,12,3
Female,54,98,169,light,2207.21875,110.3609375,73.57395833333334,275.90234375,3.234,15048,69,30,44,10,268,15,12,14,0
Male,37,97,172,light,2564.375,128.21875,85.47916666666667,320.546875,3.201,12776,16,23,56,19,132,10,15,16,4
Male,43,86,160,very_active,3135.0,156.75,104.5,391.875,2.838,5963,111,6,36,14,49,19,13,8,4
Female,46,91,186,active,2900.5875,145.02937500000002,96.68625,362.5734375,3.003,9786,112,25,44,37,22,17,7,11,1
Female,18,74,171,active,2687.11875,134.3559375,89.570625,335.88984375,2.442,16866,19,12,37,10,87,13,7,9,2
Male,52,85,153,very_active,2947.375,147.36875,98.24583333333334,368.421875,2.805,9200,72,7,59,32,111,13,13,12,0
Female,23,78,178,very_active,3071.35,153.5675,102.37833333333333,383.91875,2.5740000000000003,10345,58,4,55,35,110,7,11,16,1
Male,54,81,183,sedentary,2026.5,101.325,67.55,253.3125,2.673,3045,68,43,52,39,71,18,19,19,2
Female,22,50,162,very_active,2358.85,117.9425,78.62833333333333,294.85625,1.6500000000000001,4193,86,12,39,20,153,12,8,10,2
Male,50,51,158,active,2160.5625,108.028125,72.01875,270.0703125,1.683,7512,32,28,47,33,56,17,19,18,0
Female,31,76,180,very_active,2981.1,149.055,99.36999999999999,372.6375,2.508,19630,101,19,33,33,256,8,5,19,0
Male,29,76,156,sedentary,1914.0,95.7,63.79999999999999,239.25,2.508,11983,119,13,44,16,155,11,11,9,2
Male,59,97,153,sedentary,1963.5,98.17500000000001,65.44999999999999,245.4375,3.201,3636,77,31,40,27,112,10,14,5,3
Male,37,69,168,sedentary,1872.0,93.60000000000001,62.400000000000006,234.0,2.277,6775,16,49,51,30,46,12,10,7,1
Female,41,77,179,sedentary,1827.3,91.36500000000001,60.91,228.4125,2.541,5421,56,26,32,29,237,10,7,14,0
Male,60,99,180,moderate,2821.0,141.05,94.03333333333333,352.625,3.2670000000000003,16025,82,24,44,30,105,8,18,13,2
Male,51,51,184,very_active,2679.0,133.95000000000002,89.3,334.875,1.683,12280,96,3,32,19,186,6,9,19,3
Female,42,96,170,light,2270.8125,113.540625,75.69375,283.8515625,3.168,7183,0,20,44,34,158,11,7,18,4
Female,46,56,180,very_active,2458.6,122.93,81.95333333333332,307.325,1.848,14351,12,17,35,24,197,15,12,13,2
Male,56,60,168,moderate,2131.25,106.5625,71.04166666666667,266.40625,1.98,8323,109,38,30,13,176,19,9,9,3
